student_id,studied_course,Background,interested,Hour_week,Study_Materials,Practical_Work,Alone_Study,Sleep_hours,Soc_Activ,stressed_anx,Exp_GPA,Curr_GPA
2928,Biochemistry,Biology,4,3,Books-Recommended:Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes,No,Yes,5,Friend Circle in the University:Sports:Fishing:Programming:Volunteering Work,No,3,3.5
2929,Probability and Statistics,Languages,4,6,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Recommended,Yes,No,8,Fishing:Modelling:Sports:Friend Circle in the University,Yes,3,2
2930,English,Mathematics,9,10+,Internet Resources(Videos Articles):Books-Recommended,No,Yes,7,Volunteering Work:Programming:Fishing,Yes,1,1
2931,Databases,Languages,6,0,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,No,9,Programming:Fishing,No,3,2
2932,English,Mathematics,4,4,Internet Resources(Videos Articles):Lecture Slides:Notes:Books-Recommended:Books-Out Of Course,NA,No,3,Sports,Yes,4,2
2933,Probability and Statistics,Languages,4,6,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles):Notes:Books-Recommended,NA,Yes,9,Volunteering Work,No,2,1
2934,Biochemistry,Languages,2,10+,Notes,Yes,No,7,Volunteering Work:Friend Circle in the University,Yes,2,2.5
2935,Probability and Statistics,Biology,8,1,Notes:Lecture Slides:Books-Recommended:Books-Out Of Course,NA,Yes,10+,Programming,Yes,3,3.5
2936,Latin,History,6,1,Internet Resources(Videos Articles):Books-Recommended:Notes:Books-Out Of Course,No,Yes,6,Friend Circle in the University,No,4,1
2937,Organic Chemistry,Computer Science,4,9,Notes:Books-Recommended:Lecture Slides:Books-Out Of Course,No,No,0,Fishing:Sports:Friend Circle in the University:Volunteering Work:Programming:Modelling,Yes,1,2.5
2938,Latin,Languages,1,5,Books-Out Of Course:Books-Recommended:Notes:Lecture Slides:Internet Resources(Videos Articles),NA,Yes,5,Modelling:Volunteering Work:Programming,No,4,3.5
2939,Mandarin,Mathematics,5,1,Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course,NA,No,9,Modelling:Programming:Volunteering Work,No,3,2
2940,Biochemistry,Languages,7,0,Books-Recommended:Books-Out Of Course:Notes:Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,Yes,4,Modelling:Sports:Fishing:Friend Circle in the University,No,2,3.5
2941,Linear Algebra,Mathematics,9,5,Books-Recommended:Notes:Books-Out Of Course:Lecture Slides,NA,No,4,Friend Circle in the University:Sports:Modelling,No,4,1
2942,Probability and Statistics,History,0,8,Lecture Slides:Books-Out Of Course:Notes,Prefer not to Say,Yes,9,Modelling,No,2,3.5
2943,Linear Algebra,Mathematics,10,6,Books-Out Of Course:Internet Resources(Videos Articles):Notes,Yes,Yes,5,Programming,No,4,3.5
2944,Probability and Statistics,Languages,9,7,Books-Out Of Course:Internet Resources(Videos Articles),NA,No,4,Programming:Fishing:Volunteering Work:Friend Circle in the University,No,4,2
2945,Biochemistry,Languages,0,3,Books-Out Of Course:Notes,No,No,7,Sports:Fishing:Programming:Modelling:Friend Circle in the University,No,3,4
2946,Functional Programming,Chemistry,9,0,Internet Resources(Videos Articles),Prefer not to Say,Yes,7,Volunteering Work:Friend Circle in the University,Yes,1,4
2947,Databases,Biology,5,1,Books-Out Of Course,No,No,2,Programming:Volunteering Work:Sports:Fishing,Yes,2,3.5
2948,Genetics,Biology,9,7,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes,NA,Yes,5,Fishing:Friend Circle in the University:Sports,No,1,1
2949,Linear Algebra,Biology,6,4,Notes,No,Yes,10+,Volunteering Work:Friend Circle in the University:Programming:Modelling,No,1,3.5
2950,Functional Programming,Biology,5,5,Internet Resources(Videos Articles):Notes:Lecture Slides:Books-Out Of Course:Books-Recommended,Yes,No,6,Sports:Fishing:Volunteering Work:Modelling:Friend Circle in the University:Programming,Yes,2,1.5
2951,Biochemistry,Mathematics,5,1,Lecture Slides:Books-Out Of Course:Notes,NA,Yes,5,Modelling,No,1,1
2952,Databases,Mathematics,4,2,Books-Out Of Course:Books-Recommended:Lecture Slides,Prefer not to Say,Yes,5,Modelling,Yes,1,3.5
2953,English,Mathematics,3,4,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),NA,No,10+,Volunteering Work,No,3,4
2954,Biochemistry,Mathematics,2,3,Internet Resources(Videos Articles):Books-Recommended,NA,Yes,0,Friend Circle in the University:Programming:Volunteering Work,Yes,4,1
2955,Databases,Computer Science,8,3,Books-Recommended:Lecture Slides:Internet Resources(Videos Articles):Notes,No,No,8,Fishing:Friend Circle in the University:Volunteering Work,Yes,3,2.5
2956,Genetics,Mathematics,4,3,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course,Yes,Yes,1,Fishing:Modelling:Volunteering Work:Programming:Sports,No,2,2.5
2957,Genetics,History,5,10+,Lecture Slides:Books-Out Of Course:Notes:Books-Recommended,NA,No,6,Modelling:Fishing:Volunteering Work:Sports,No,2,1
2958,Biochemistry,Chemistry,1,2,Lecture Slides,Yes,No,8,Fishing:Modelling:Friend Circle in the University:Sports:Volunteering Work,No,4,1
2959,Functional Programming,Computer Science,10,10+,Books-Out Of Course,NA,No,5,Programming:Volunteering Work:Fishing:Modelling:Friend Circle in the University:Sports,Yes,3,1.5
2960,Genetics,Chemistry,6,2,Notes,Yes,No,0,Programming:Modelling,Yes,1,1.5
2961,Probability and Statistics,History,7,10+,Notes:Internet Resources(Videos Articles):Books-Recommended:Lecture Slides:Books-Out Of Course,Prefer not to Say,Yes,0,Modelling,No,1,3.5
2962,Functional Programming,History,8,10+,Books-Recommended:Lecture Slides:Notes,No,Yes,6,Modelling:Friend Circle in the University:Sports,No,3,3
2963,Biochemistry,Computer Science,2,5,Books-Out Of Course:Lecture Slides,Yes,Yes,8,Friend Circle in the University:Volunteering Work:Modelling,Yes,3,4
2964,Probability and Statistics,Mathematics,8,4,Internet Resources(Videos Articles):Notes,NA,Yes,1,Sports:Modelling:Fishing,No,3,2.5
2965,English,Biology,0,10+,Books-Out Of Course:Notes:Books-Recommended:Lecture Slides:Internet Resources(Videos Articles),No,No,0,Programming:Volunteering Work:Fishing,No,1,1
2966,Latin,Computer Science,5,7,Books-Recommended:Books-Out Of Course:Notes:Internet Resources(Videos Articles):Lecture Slides,No,No,3,Sports:Fishing:Programming,No,4,3.5
2967,Mandarin,Languages,9,10+,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,NA,Yes,2,Fishing:Programming:Volunteering Work:Sports,No,1,3.5
2968,Mandarin,Computer Science,2,8,Internet Resources(Videos Articles),No,No,2,Fishing:Sports:Programming:Volunteering Work,No,3,1
2969,Organic Chemistry,History,7,3,Internet Resources(Videos Articles):Books-Recommended:Notes:Lecture Slides:Books-Out Of Course,NA,Yes,6,Friend Circle in the University:Sports,No,2,1
2970,Databases,Languages,7,7,Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course,Prefer not to Say,Yes,4,Modelling:Sports:Friend Circle in the University:Volunteering Work,Yes,1,3
2971,Organic Chemistry,Chemistry,1,7,Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides:Notes,NA,No,6,Friend Circle in the University:Programming:Fishing:Volunteering Work:Modelling:Sports,No,3,3.5
2972,Databases,Biology,9,7,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended:Notes,Yes,Yes,6,Sports:Modelling:Fishing:Volunteering Work,Yes,1,3.5
2973,Latin,History,3,5,Notes,Prefer not to Say,No,6,Programming:Volunteering Work:Sports:Friend Circle in the University:Modelling:Fishing,No,4,1.5
2974,Functional Programming,Biology,8,1,Books-Out Of Course:Notes:Books-Recommended:Lecture Slides,NA,No,2,Volunteering Work:Modelling:Fishing:Sports:Friend Circle in the University:Programming,Yes,3,1
2975,Mandarin,Languages,1,3,Books-Recommended:Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles),NA,Yes,1,Sports:Volunteering Work:Friend Circle in the University:Modelling:Fishing,Yes,2,4
2976,English,Computer Science,10,1,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Recommended,No,Yes,7,Sports:Friend Circle in the University:Programming:Fishing:Modelling,Yes,4,1.5
2977,Organic Chemistry,Languages,6,3,Books-Out Of Course:Notes:Lecture Slides:Internet Resources(Videos Articles),NA,No,7,Friend Circle in the University:Sports,No,3,2.5
2978,Databases,Languages,8,7,Books-Recommended:Books-Out Of Course,Prefer not to Say,No,10+,Modelling:Fishing:Friend Circle in the University:Volunteering Work,No,2,2
2979,Genetics,Chemistry,2,5,Books-Recommended:Notes,Yes,Yes,8,Sports,Yes,1,2
2980,Mandarin,Biology,2,6,Lecture Slides:Books-Out Of Course:Notes:Internet Resources(Videos Articles):Books-Recommended,Prefer not to Say,No,1,Modelling:Fishing:Friend Circle in the University:Programming,Yes,2,2.5
2981,Latin,Computer Science,7,7,Books-Recommended:Lecture Slides:Internet Resources(Videos Articles),No,Yes,4,Sports:Fishing:Volunteering Work:Programming:Modelling,Yes,3,2
2982,Databases,History,2,3,Books-Recommended:Lecture Slides:Notes:Books-Out Of Course,Prefer not to Say,No,1,Sports:Fishing:Volunteering Work:Modelling,No,3,4
2983,Organic Chemistry,Chemistry,9,5,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Notes,No,No,7,Modelling,No,3,3.5
2984,Mandarin,Mathematics,10,9,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Recommended,No,No,6,Sports,Yes,2,3.5
2985,Linear Algebra,Computer Science,6,7,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,No,Yes,2,Friend Circle in the University:Modelling:Fishing:Volunteering Work:Programming,No,3,4
2986,Organic Chemistry,Mathematics,10,6,Notes:Books-Recommended:Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,NA,No,3,Volunteering Work,Yes,4,2.5
2987,Biochemistry,Chemistry,7,7,Internet Resources(Videos Articles):Notes,Prefer not to Say,No,6,Sports:Fishing:Modelling,No,4,3
2988,Latin,Mathematics,10,0,Books-Recommended:Lecture Slides,Prefer not to Say,Yes,6,Programming,No,2,1
2989,Organic Chemistry,History,8,5,Internet Resources(Videos Articles):Notes,Yes,No,5,Sports:Volunteering Work,No,3,4
2990,Genetics,History,3,5,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Books-Out Of Course:Notes,Yes,Yes,8,Sports:Fishing,No,3,1
2991,Mandarin,Computer Science,0,10+,Books-Recommended:Notes:Lecture Slides:Books-Out Of Course,Yes,Yes,1,Fishing:Friend Circle in the University:Programming:Sports,Yes,3,3.5
2992,Genetics,Mathematics,0,2,Notes:Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended:Lecture Slides,No,No,2,Modelling:Volunteering Work:Programming,No,4,1.5
2993,English,History,7,5,Internet Resources(Videos Articles):Notes,NA,Yes,10+,Sports:Fishing:Programming:Modelling:Friend Circle in the University:Volunteering Work,No,4,2.5
2994,Databases,Biology,9,10+,Books-Out Of Course:Books-Recommended:Lecture Slides:Notes,Yes,Yes,3,Fishing:Volunteering Work:Sports:Modelling,No,3,3.5
2995,Biochemistry,Biology,3,8,Books-Out Of Course:Internet Resources(Videos Articles):Notes,Prefer not to Say,Yes,3,Friend Circle in the University:Sports,Yes,4,2.5
2996,Linear Algebra,Chemistry,9,3,Lecture Slides,Prefer not to Say,Yes,1,Modelling,Yes,4,4
2997,Probability and Statistics,Chemistry,9,7,Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,NA,No,9,Sports,Yes,3,3.5
2998,Databases,Languages,2,5,Books-Recommended,Yes,No,5,Volunteering Work,Yes,3,2.5
2999,Mandarin,Computer Science,7,1,Books-Recommended:Lecture Slides:Internet Resources(Videos Articles),No,Yes,7,Fishing:Friend Circle in the University:Sports:Programming:Modelling,Yes,2,3
3000,Biochemistry,History,2,7,Lecture Slides:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Notes,No,Yes,0,Fishing:Friend Circle in the University:Programming:Sports:Modelling:Volunteering Work,Yes,4,2.5
3001,Genetics,Mathematics,3,0,Notes:Lecture Slides:Books-Recommended,NA,No,3,Fishing:Friend Circle in the University:Modelling,No,1,1.5
3002,Databases,Chemistry,9,10+,Notes:Lecture Slides:Internet Resources(Videos Articles),Prefer not to Say,No,4,Programming,Yes,3,1.5
3003,Databases,Mathematics,8,2,Internet Resources(Videos Articles),Prefer not to Say,Yes,8,Modelling:Volunteering Work:Fishing:Sports:Friend Circle in the University,Yes,4,1.5
3004,Probability and Statistics,Languages,10,3,Lecture Slides,NA,Yes,8,Fishing:Volunteering Work:Modelling:Sports,No,1,3
3005,Probability and Statistics,Chemistry,4,9,Books-Out Of Course:Lecture Slides,Yes,No,4,Programming:Volunteering Work:Friend Circle in the University:Sports,No,1,3
3006,Genetics,Biology,2,1,Books-Out Of Course:Books-Recommended:Lecture Slides,Yes,Yes,0,Sports:Friend Circle in the University:Fishing:Volunteering Work,No,1,3.5
3007,Biochemistry,Biology,6,3,Lecture Slides:Internet Resources(Videos Articles),No,No,8,Volunteering Work:Modelling:Friend Circle in the University:Sports,No,1,3.5
3008,Mandarin,Biology,5,5,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Notes,NA,Yes,5,Friend Circle in the University:Volunteering Work:Modelling,Yes,3,4
3009,Databases,Computer Science,0,4,Books-Recommended:Lecture Slides:Books-Out Of Course,Yes,No,5,Volunteering Work:Programming:Sports:Friend Circle in the University:Modelling,Yes,3,1
3010,Organic Chemistry,Chemistry,2,6,Books-Recommended,Yes,Yes,5,Fishing:Modelling,Yes,4,4
3011,Mandarin,Chemistry,3,4,Lecture Slides,Prefer not to Say,No,7,Modelling:Friend Circle in the University:Fishing:Programming:Sports,Yes,2,4
3012,Databases,History,1,7,Internet Resources(Videos Articles):Lecture Slides,NA,No,1,Volunteering Work:Programming:Modelling:Fishing:Friend Circle in the University,No,3,4
3013,Genetics,Biology,8,10+,Lecture Slides:Books-Recommended:Notes:Books-Out Of Course,No,No,9,Sports,Yes,1,4
3014,Probability and Statistics,History,6,9,Lecture Slides:Books-Out Of Course:Notes:Internet Resources(Videos Articles):Books-Recommended,No,No,3,Fishing:Volunteering Work:Modelling:Programming:Friend Circle in the University:Sports,Yes,2,1
3015,Linear Algebra,Languages,3,0,Internet Resources(Videos Articles):Books-Recommended:Notes:Books-Out Of Course:Lecture Slides,Prefer not to Say,Yes,0,Fishing:Programming:Sports:Volunteering Work:Modelling,Yes,4,4
3016,Mandarin,Mathematics,1,9,Notes:Books-Recommended:Lecture Slides,No,No,6,Volunteering Work,Yes,3,1.5
3017,Functional Programming,Computer Science,7,6,Books-Recommended:Books-Out Of Course:Lecture Slides,No,Yes,9,Volunteering Work:Sports:Fishing:Programming,Yes,3,2
3018,Databases,Languages,10,1,Internet Resources(Videos Articles),NA,Yes,1,Fishing:Modelling:Programming:Friend Circle in the University:Sports:Volunteering Work,Yes,3,3.5
3019,Probability and Statistics,Chemistry,7,0,Notes:Books-Out Of Course:Lecture Slides,Prefer not to Say,Yes,5,Programming:Modelling:Volunteering Work:Friend Circle in the University,Yes,2,4
3020,Genetics,Languages,4,10+,Books-Out Of Course:Books-Recommended,No,No,2,Sports:Programming:Modelling:Friend Circle in the University:Fishing,No,3,2.5
3021,Databases,Languages,6,3,Internet Resources(Videos Articles):Books-Recommended:Lecture Slides:Notes:Books-Out Of Course,NA,Yes,7,Programming:Modelling,Yes,4,2.5
3022,Mandarin,History,3,5,Lecture Slides:Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles),No,No,8,Modelling,No,3,3.5
3023,Mandarin,Mathematics,3,7,Books-Recommended:Lecture Slides:Internet Resources(Videos Articles):Notes,Prefer not to Say,No,8,Programming:Friend Circle in the University,Yes,2,3.5
3024,Databases,Languages,8,1,Notes:Internet Resources(Videos Articles):Books-Out Of Course,NA,No,9,Fishing,No,1,2.5
3025,Functional Programming,Computer Science,9,10+,Lecture Slides,Prefer not to Say,No,6,Volunteering Work,Yes,2,3
3026,Functional Programming,Mathematics,1,0,Notes:Books-Out Of Course,Prefer not to Say,Yes,8,Programming:Friend Circle in the University:Sports:Modelling:Volunteering Work,Yes,3,3
3027,Mandarin,Biology,5,1,Internet Resources(Videos Articles):Books-Recommended:Lecture Slides,No,Yes,6,Friend Circle in the University:Modelling:Fishing:Programming:Sports:Volunteering Work,Yes,3,3.5
3028,Databases,Chemistry,1,0,Internet Resources(Videos Articles):Books-Out Of Course:Notes,Yes,No,10+,Volunteering Work:Modelling,Yes,4,3.5
3029,Genetics,History,4,1,Lecture Slides:Books-Out Of Course:Books-Recommended,Prefer not to Say,No,4,Fishing:Programming:Modelling:Friend Circle in the University,Yes,1,1.5
3030,Organic Chemistry,Computer Science,0,4,Internet Resources(Videos Articles),No,Yes,5,Friend Circle in the University:Fishing:Modelling:Programming:Volunteering Work:Sports,Yes,2,3
3031,Genetics,Chemistry,9,1,Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,Yes,4,Programming:Volunteering Work:Sports:Fishing,No,2,3.5
3032,Functional Programming,Mathematics,7,7,Internet Resources(Videos Articles):Notes:Books-Recommended:Books-Out Of Course:Lecture Slides,Prefer not to Say,Yes,6,Modelling,Yes,1,3
3033,Biochemistry,Languages,5,2,Notes:Books-Recommended:Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles),Yes,Yes,10+,Modelling:Sports:Volunteering Work:Fishing:Friend Circle in the University,No,2,3
3034,Latin,History,10,10+,Internet Resources(Videos Articles):Books-Out Of Course,NA,No,6,Friend Circle in the University:Programming:Volunteering Work,No,2,3
3035,Databases,Biology,9,10+,Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides:Books-Recommended:Notes,No,No,1,Sports:Programming,No,4,4
3036,Functional Programming,History,9,3,Lecture Slides,NA,No,3,Programming:Friend Circle in the University:Fishing:Volunteering Work:Modelling,Yes,2,1.5
3037,English,Computer Science,2,9,Notes:Lecture Slides,NA,No,8,Sports:Programming:Modelling:Friend Circle in the University:Fishing:Volunteering Work,No,3,4
3038,Linear Algebra,Computer Science,0,8,Books-Out Of Course,No,No,6,Fishing:Modelling:Sports:Programming:Volunteering Work,Yes,3,2
3039,Probability and Statistics,Biology,8,0,Books-Out Of Course:Lecture Slides,Prefer not to Say,No,4,Programming,Yes,2,1.5
3040,Linear Algebra,History,8,0,Internet Resources(Videos Articles):Books-Out Of Course,No,Yes,4,Modelling:Friend Circle in the University:Programming:Fishing:Volunteering Work,No,2,2
3041,Biochemistry,History,0,0,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,Yes,Yes,2,Modelling:Volunteering Work:Programming:Sports,Yes,3,2.5
3042,Functional Programming,History,8,7,Internet Resources(Videos Articles):Books-Recommended,No,No,8,Modelling:Programming:Volunteering Work,No,3,3.5
3043,Latin,Languages,4,1,Lecture Slides:Internet Resources(Videos Articles):Books-Recommended,Prefer not to Say,Yes,3,Friend Circle in the University:Sports:Volunteering Work,Yes,4,3
3044,English,Computer Science,3,2,Internet Resources(Videos Articles):Notes:Lecture Slides,Yes,No,10+,Friend Circle in the University:Sports:Programming:Fishing,Yes,2,3.5
3045,English,Languages,5,3,Books-Recommended,No,Yes,3,Programming,No,1,2
3046,English,Mathematics,6,6,Books-Out Of Course:Lecture Slides,Prefer not to Say,Yes,10+,Programming:Sports:Friend Circle in the University:Fishing:Volunteering Work:Modelling,No,1,3
3047,Linear Algebra,Mathematics,1,0,Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides:Books-Recommended,Yes,No,7,Fishing,No,2,3
3048,Biochemistry,Mathematics,0,2,Internet Resources(Videos Articles):Books-Recommended:Notes,NA,No,0,Fishing:Friend Circle in the University:Sports:Modelling,Yes,3,4
3049,Genetics,Computer Science,6,0,Notes,NA,No,6,Friend Circle in the University,Yes,3,1.5
3050,Genetics,Mathematics,7,5,Notes:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,No,Yes,7,Volunteering Work:Friend Circle in the University:Fishing:Modelling:Sports:Programming,Yes,2,1.5
3051,Functional Programming,Mathematics,10,8,Books-Out Of Course:Lecture Slides:Notes:Internet Resources(Videos Articles),Yes,No,4,Sports:Volunteering Work:Fishing,No,1,3
3052,Biochemistry,Languages,9,3,Books-Recommended:Internet Resources(Videos Articles),NA,Yes,10+,Volunteering Work:Friend Circle in the University:Programming,No,2,2
3053,Genetics,Languages,0,10+,Internet Resources(Videos Articles):Notes:Books-Recommended,NA,Yes,4,Friend Circle in the University:Fishing:Volunteering Work:Programming:Sports,Yes,4,2.5
3054,Biochemistry,Biology,7,4,Books-Out Of Course,NA,No,6,Sports:Fishing:Volunteering Work:Programming,Yes,3,1
3055,Probability and Statistics,Computer Science,8,10+,Books-Recommended:Internet Resources(Videos Articles),NA,Yes,3,Fishing:Programming,Yes,1,1
3056,Functional Programming,History,9,5,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended,No,No,5,Programming:Modelling:Sports:Friend Circle in the University:Volunteering Work,No,1,2.5
3057,English,Chemistry,10,2,Books-Out Of Course:Notes:Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,No,10+,Programming:Modelling,Yes,3,4
3058,Functional Programming,History,4,5,Books-Recommended,No,Yes,2,Modelling:Fishing:Programming:Volunteering Work,Yes,1,1
3059,English,Languages,0,10+,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles):Notes,Yes,Yes,1,Fishing:Modelling:Volunteering Work:Sports:Friend Circle in the University,Yes,1,4
3060,Genetics,Computer Science,9,8,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Notes,NA,Yes,9,Sports:Fishing:Modelling,No,2,1.5
3061,Linear Algebra,Chemistry,4,9,Books-Recommended:Lecture Slides:Notes:Books-Out Of Course,NA,No,8,Friend Circle in the University:Sports:Fishing:Programming,Yes,2,2
3062,Biochemistry,Computer Science,9,10+,Books-Recommended,Prefer not to Say,Yes,4,Friend Circle in the University:Modelling:Fishing:Programming:Sports,Yes,4,1.5
3063,Databases,Languages,8,1,Notes:Books-Recommended,Prefer not to Say,No,9,Modelling:Programming:Volunteering Work:Fishing,Yes,2,2.5
3064,Databases,History,10,4,Internet Resources(Videos Articles),No,Yes,2,Sports:Fishing:Volunteering Work:Friend Circle in the University:Programming,Yes,3,3
3065,Biochemistry,Biology,8,2,Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,No,No,6,Friend Circle in the University,Yes,2,2
3066,Probability and Statistics,Computer Science,2,0,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Books-Recommended:Notes,NA,Yes,0,Fishing:Programming:Sports:Modelling:Friend Circle in the University,Yes,4,4
3067,Databases,Chemistry,0,0,Lecture Slides:Internet Resources(Videos Articles),Yes,No,7,Volunteering Work:Programming:Sports:Friend Circle in the University:Modelling:Fishing,No,1,3.5
3068,Mandarin,Languages,4,2,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,No,Yes,8,Sports:Programming,Yes,3,1
3069,Organic Chemistry,Computer Science,1,3,Lecture Slides:Notes:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),No,No,5,Programming:Volunteering Work:Fishing:Friend Circle in the University:Sports,No,4,4
3070,Latin,Biology,6,9,Books-Recommended:Notes,No,Yes,5,Fishing:Sports:Modelling:Programming:Friend Circle in the University:Volunteering Work,No,4,2.5
3071,Probability and Statistics,History,8,10+,Lecture Slides:Books-Out Of Course:Notes:Books-Recommended,Prefer not to Say,No,10+,Friend Circle in the University:Sports,Yes,3,2.5
3072,Linear Algebra,Computer Science,5,9,Books-Out Of Course:Books-Recommended,No,Yes,0,Volunteering Work:Friend Circle in the University:Modelling:Sports:Programming,No,1,4
3073,Databases,Biology,0,10+,Lecture Slides,Yes,Yes,5,Volunteering Work:Fishing:Modelling,Yes,1,2.5
3074,Organic Chemistry,Chemistry,9,4,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes,No,No,1,Volunteering Work:Programming:Sports,No,2,1
3075,Mandarin,Mathematics,6,4,Notes:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,No,No,5,Volunteering Work:Friend Circle in the University:Modelling,No,1,2.5
3076,English,Mathematics,7,4,Books-Recommended:Books-Out Of Course:Lecture Slides,Yes,No,9,Volunteering Work:Friend Circle in the University:Fishing:Modelling,No,2,4
3077,Functional Programming,Chemistry,3,5,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),Prefer not to Say,No,7,Programming,Yes,3,1.5
3078,Latin,Biology,0,7,Notes:Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Books-Recommended,Yes,No,9,Friend Circle in the University:Fishing:Volunteering Work:Programming,Yes,2,1
3079,Linear Algebra,History,3,7,Books-Recommended:Notes:Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles),Yes,Yes,8,Programming:Friend Circle in the University:Sports,No,2,4
3080,Probability and Statistics,Biology,3,1,Books-Out Of Course,No,Yes,9,Volunteering Work,Yes,3,2.5
3081,Probability and Statistics,Mathematics,2,3,Books-Out Of Course,Yes,Yes,9,Programming:Fishing,No,4,3.5
3082,Linear Algebra,Languages,6,3,Books-Out Of Course,No,Yes,7,Programming,No,2,2.5
3083,Probability and Statistics,Languages,4,9,Internet Resources(Videos Articles):Lecture Slides,No,No,8,Fishing:Sports:Friend Circle in the University:Volunteering Work:Programming,No,3,3
3084,Functional Programming,Chemistry,0,5,Lecture Slides:Books-Recommended:Notes:Books-Out Of Course,Yes,Yes,1,Modelling:Friend Circle in the University,Yes,3,4
3085,English,History,3,7,Books-Recommended,No,No,2,Friend Circle in the University:Volunteering Work:Sports:Modelling:Programming,No,3,4
3086,Biochemistry,Biology,0,5,Internet Resources(Videos Articles),No,No,5,Programming:Volunteering Work:Friend Circle in the University,No,1,2.5
3087,Mandarin,Languages,5,6,Lecture Slides:Books-Recommended:Internet Resources(Videos Articles):Notes:Books-Out Of Course,NA,No,5,Fishing:Friend Circle in the University:Volunteering Work:Modelling,Yes,2,1
3088,Linear Algebra,Chemistry,5,0,Books-Out Of Course:Notes,No,Yes,6,Modelling:Fishing:Programming,No,1,3
3089,Mandarin,Chemistry,3,9,Lecture Slides:Books-Recommended:Notes,NA,Yes,5,Modelling:Programming:Friend Circle in the University,Yes,2,3.5
3090,Linear Algebra,Computer Science,7,9,Notes:Books-Recommended,Yes,Yes,6,Programming:Volunteering Work:Friend Circle in the University,Yes,1,1.5
3091,English,Languages,0,0,Lecture Slides:Notes,Yes,No,2,Fishing:Friend Circle in the University:Sports:Volunteering Work:Modelling:Programming,Yes,2,3.5
3092,Latin,Chemistry,3,7,Books-Out Of Course:Books-Recommended:Lecture Slides:Notes:Internet Resources(Videos Articles),NA,No,8,Fishing,Yes,2,2
3093,English,Languages,3,2,Books-Recommended:Notes:Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,Yes,No,1,Programming:Volunteering Work,No,3,4
3094,English,Biology,8,9,Books-Out Of Course:Books-Recommended:Lecture Slides:Internet Resources(Videos Articles),Prefer not to Say,No,6,Friend Circle in the University:Modelling:Programming:Fishing:Volunteering Work,No,1,1
3095,Databases,Languages,6,3,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Lecture Slides:Notes,No,No,8,Modelling:Fishing:Volunteering Work:Sports:Friend Circle in the University,No,4,1.5
3096,Mandarin,Mathematics,8,3,Internet Resources(Videos Articles):Books-Recommended:Lecture Slides:Books-Out Of Course:Notes,Yes,Yes,4,Volunteering Work:Fishing,No,4,4
